canonical_smiles,activity_bin,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4sccc34)CC2)c1,0,11.706199670663864,-0.08812357976338525,11.706199670663864,0.08812357976338525,0.5505904966964168,423.5820000000001,394.3500000000002,423.198048168,158,0,0.2506581454449017,-0.493574733814961,0.493574733814961,0.2506581454449017,1.0666666666666667,1.9,2.7333333333333334,32.1334459698453,10.150367698164127,2.1805683288376496,-2.3607331442257085,2.3061455295994495,-2.4625814609378964,7.168091218304483,0.09623276601736701,1.1702624914483022,979.2513109218052,20.760937777247957,17.47217873459052,18.288675315518244,14.741514740667455,10.628888067350648,11.508540878605544,7.600763602566251,8.54845779556512,5.646495171944909,6.528590558908208,3.9651709224648077,4.77261614998071,-2.569999999999999,12281735.949607212,20.69265557894086,9.957722445386974,4.939733701213633,181.79871197170996,14.953561288656857,5.749511833283905,0.0,0.0,5.907179729351506,0.0,9.694446914922299,0.0,0.0,11.336785877934737,12.13273413692322,61.16466483300017,54.56367950364194,6.606881964512918,9.53140013787187,33.0174960129037,0.0,10.216698334856808,0.0,12.841643245852019,51.27824570760346,59.47445080985579,0.0,5.749511833283905,14.953561288656857,5.687386274683562,5.749511833283905,11.336785877934737,57.18542543695496,0.0,0.0,23.19963192162084,53.910999318158794,0.0,10.086144130933896,0.0,44.81,0.0,4.794537184071822,0.0,5.907179729351506,12.170333456209914,51.31493710869879,15.77353040561746,19.18040611960041,23.469520014857956,44.76213911001964,4.736862953800049,7.204202420993879,1.814560600904737,16.780173630046857,6.203848036400389,2.006295741909547,0.6686544886668508,16.222935190809583,2.132814595484148,6.162748498922636,1.6371001291947054,0.375,30,1,5,0,1,1,2,1,3,5,1,6,8,0,1,1,4,4.242100000000004,125.03920000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccc1F,0,13.727231718191016,-0.5406698760596818,13.727231718191016,0.01019849246389204,0.5271374489277272,441.5720000000001,413.3480000000002,441.188626356,164,0,0.2536358730857057,-0.49357107607527717,0.49357107607527717,0.2536358730857057,1.1290322580645162,1.967741935483871,2.774193548387097,32.13344607008608,10.149609943226368,2.1825424450444966,-2.360734669489969,2.306484100970636,-2.4625822798337085,7.168092471144139,0.09582601989682868,1.1818779185162631,1030.591245104477,21.631181265251037,17.772792938410124,18.58928951933785,15.152198343190415,10.73453697052193,11.614189781776824,7.714584476837419,8.662278669836287,5.732721736061258,6.614817123024557,3.996556512830651,4.804001740346553,-2.6399999999999992,17839277.21086744,21.586702415660138,10.111797361147042,5.166352384410816,185.9642473746362,14.953561288656857,11.5667326743298,0.0,0.0,5.907179729351506,0.0,9.694446914922299,4.39041504767482,0.0,11.336785877934737,6.06636706846161,61.16466483300017,49.00022801194494,12.170333456209914,13.92181518554669,33.0174960129037,0.0,10.216698334856808,0.0,12.841643245852019,51.27824570760346,59.225304582440074,0.0,5.749511833283905,14.953561288656857,10.077801322358383,5.749511833283905,11.336785877934737,57.18542543695496,0.0,5.817220841045895,23.19963192162084,47.844632249697185,0.0,10.086144130933896,0.0,44.81,11.7244005703974,9.184952231746642,0.0,5.563451491696996,12.356393797796823,45.56542527541489,34.95393652521787,17.403152946396347,0.0,44.76213911001964,4.736862953800049,20.799154907639338,1.796681081631523,16.686113661543832,5.964058151900836,1.359477903663137,-0.46331168368912734,13.08963460502651,1.9630162363256698,5.821408340096909,1.483766795861372,0.375,31,1,5,0,1,1,2,1,3,5,1,7,8,0,1,1,4,4.381200000000003,124.99720000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4c3OC(F)(F)O4)CC2)c1,0,13.429054241634132,-3.6050924539680764,13.429054241634132,0.0794347903283974,0.6266195285677881,447.48200000000014,420.2660000000002,447.19696278399994,172,0,0.5858634231093982,-0.493574733814961,0.5858634231093982,0.493574733814961,1.09375,1.875,2.65625,19.30011007610449,10.170602533151488,2.447738454968093,-2.3593387939003128,2.466779907009075,-2.463441889623884,5.938238953984809,-0.28624068735227304,1.1791619308442374,948.5887836374961,22.553830996061407,17.981655432693586,17.981655432693586,15.448621521854001,10.76151424773201,10.76151424773201,7.763104802769009,7.763104802769009,5.581453541386539,5.581453541386539,3.9152135578207483,3.9152135578207483,-3.0699999999999994,20555000.60953987,22.13565961655277,9.60175790609713,5.213969720897149,185.39395639529693,24.427287196256955,5.749511833283905,11.49902366656781,0.0,5.907179729351506,6.294649851268394,9.694446914922299,0.0,0.0,8.78083009534964,12.13273413692322,49.718234994072645,38.790149098024486,12.29426823919648,27.78595614082161,11.594566004035068,0.0,10.216698334856808,0.0,19.136293097120415,51.27824570760346,48.02802097092827,0.0,17.248535499851716,24.427287196256955,14.468216370033202,17.248535499851716,0.0,63.480075288223354,0.0,0.0,23.19963192162084,42.46456947923127,0.0,0.0,0.0,63.27000000000001,6.294649851268394,13.575367279421462,0.0,17.406203395919317,23.60723156417738,45.56542527541489,6.06636706846161,37.37950732498524,6.06636706846161,19.853471019507335,9.473725907600098,41.89761222051173,0.0,16.109780624603417,2.600565013138574,1.2215940496517617,0.744546125105533,12.122453161347089,-1.7202545955515745,4.673772144472347,1.5999312567211237,0.43478260869565216,32,1,7,0,2,2,2,0,2,6,1,9,8,0,1,1,4,3.348900000000002,115.85920000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CNC(=O)c1cc(OCCCCN2CCN(c3cccc4c3OC(F)(F)O4)CC2)ccc1F,0,13.719212188665335,-3.624772384763925,13.719212188665335,0.04387819979389351,0.6026730874006961,465.47200000000015,439.2640000000002,465.1875409719999,178,0,0.5858634231093982,-0.49357107607527717,0.5858634231093982,0.49357107607527717,1.121212121212121,1.9090909090909092,2.6666666666666665,19.30013658606,10.158880007854506,2.447822905319874,-2.3593402293370356,2.4668689847367316,-2.4634426672640197,5.94160230198063,-0.2862412396586953,1.1882946331037467,996.9120645302346,23.424074484064487,18.28226963651319,18.28226963651319,15.859305124376961,10.86716315090329,10.86716315090329,7.876925677040177,7.876925677040177,5.667680105502888,5.667680105502888,3.9465991481865914,3.9465991481865914,-3.1399999999999992,29858686.837612662,23.032831937184216,9.779421442503022,5.4411226062542895,189.55949179822315,24.427287196256955,11.5667326743298,11.49902366656781,0.0,5.907179729351506,6.294649851268394,9.694446914922299,4.39041504767482,0.0,8.78083009534964,6.06636706846161,49.718234994072645,33.22669760632749,17.857719730893475,32.17637118849643,11.594566004035068,0.0,10.216698334856808,0.0,19.136293097120415,51.27824570760346,47.77887474351255,0.0,17.248535499851716,24.427287196256955,18.858631417708022,17.248535499851716,0.0,63.480075288223354,0.0,5.817220841045895,23.19963192162084,36.39820241076966,0.0,0.0,0.0,63.27000000000001,18.019050421665796,17.96578232709628,0.0,17.062475158264807,31.133292884305536,32.475912463589744,31.313140256523628,12.13273413692322,4.899909730850478,14.953561288656857,9.473725907600098,55.480211018405,0.0,16.01572065610039,2.401398346471907,0.5747762114053516,-0.47941659616503673,9.054680006920549,-1.909732885505901,4.332431985646617,1.4465979233877904,0.43478260869565216,33,1,7,0,2,2,2,0,2,6,1,10,8,0,1,1,4,3.488000000000002,115.81720000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,0,11.676432510834548,-0.10309828900982909,11.676432510834548,0.10309828900982909,0.6259968657159933,436.38300000000015,409.1670000000002,435.148032464,156,0,0.2506581454449017,-0.493574733814961,0.493574733814961,0.2506581454449017,1.0689655172413792,1.8275862068965518,2.586206896551724,35.498262767214165,10.173966442696925,2.1892128255085503,-2.361811793596977,2.3239229828462813,-2.463256350988818,6.432630318888103,0.0962329313907918,1.3514785376123204,823.4547173091026,20.63961743368832,16.66515885176586,18.177016743802767,14.079718698118981,9.945017666804281,10.700946612822737,7.0641570046802515,7.849321604430084,5.1048850042228695,5.913811881568049,3.447974576756427,3.8630370774003637,-1.9499999999999993,3899050.6887324266,21.75156208803742,10.719662486618,6.014918198684434,182.08321662332665,14.953561288656857,5.749511833283905,0.0,0.0,5.907179729351506,0.0,9.694446914922299,0.0,0.0,0.0,35.33461391738825,49.718234994072645,38.790149098024486,22.339534866679134,9.53140013787187,34.7964457845001,0.0,10.216698334856808,0.0,12.841643245852019,51.27824570760346,58.073287598410914,0.0,5.749511833283905,14.953561288656857,5.687386274683562,5.749511833283905,23.20187978046503,57.18542543695496,0.0,0.0,23.19963192162084,42.46456947923127,10.045266627482652,0.0,0.0,44.81,0.0,4.794537184071822,0.0,5.907179729351506,22.215600083692568,57.002323383382354,0.0,19.18040611960041,30.33183534230805,15.116608065707286,27.938742734265084,5.796086755510249,12.478860687871757,16.44867673665745,3.86642632721273,1.6332218607367073,0.631267362777221,13.069716537047315,2.053170228129343,5.62052100585249,1.6242747204269552,0.4090909090909091,29,1,5,0,1,1,2,0,2,4,1,7,8,0,1,1,3,4.334200000000004,119.67620000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,0,11.197265844167882,-0.4410612519727921,11.197265844167882,0.4410612519727921,0.6519304085482374,422.3560000000001,397.1560000000001,421.1323824,150,0,0.24833367206784535,-0.4935747348386329,0.4935747348386329,0.24833367206784535,1.0357142857142858,1.7857142857142858,2.5357142857142856,35.4982626645388,10.178703916714472,2.188951622301236,-2.3618108335979726,2.3238718481665503,-2.4632562304075467,6.432624373030991,0.09995388789472825,1.3520672131986387,807.9877462359526,19.93251065250177,15.742509120955487,17.254367012992397,13.541713895658194,9.483692801399094,10.23962174741755,6.84928362955945,7.634448229309283,4.900152030976164,5.7090789083213425,3.315665140067138,3.7307276407110748,-1.9499999999999993,2245260.526673496,20.775785695902087,10.007568452879452,5.534395048948537,175.5083030223347,15.370440161812713,5.749511833283905,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,35.33461391738825,49.718234994072645,31.7424771153473,22.339534866679134,9.53140013787187,34.7964457845001,0.0,4.899909730850478,5.733667477162185,12.841643245852019,44.230573724926266,58.073287598410914,0.0,5.749511833283905,15.370440161812713,5.687386274683562,5.749511833283905,23.20187978046503,50.13775345427777,0.0,0.0,23.19963192162084,42.46456947923127,10.045266627482652,0.0,0.0,58.80000000000001,5.907179729351506,4.794537184071822,0.0,0.0,27.965111916976472,51.25281155009845,0.0,18.19910120538483,24.26546827384644,9.799819461700956,33.67241021142727,5.7238078439456235,12.456677018572774,15.94946031455142,1.2343816640646406,6.768786238249058,0.24256365907351718,12.764870554332333,2.0223870491169977,5.559287880315857,0.0,0.38095238095238093,28,2,5,0,1,1,2,0,2,4,1,7,8,0,1,1,3,4.073500000000004,114.80390000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0
CCNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,0,11.907682510834547,-0.06837606678760677,11.907682510834547,0.06837606678760677,0.5617480901412942,450.4100000000001,421.17800000000017,449.163682528,162,0,0.25090701160245205,-0.49357473380910655,0.49357473380910655,0.25090701160245205,1.0666666666666667,1.8333333333333333,2.6,35.49826286909408,10.171225189926526,2.1894037357612177,-2.361812157834876,2.3239615743313626,-2.463256551013706,6.432634246204637,0.09550581988209275,1.3472678258299007,838.947970682343,21.346724214874865,17.372265632952406,18.884123524989317,14.579718698118981,10.505677838584104,11.261606784602558,7.344487090570163,8.129651690319996,5.215156758200561,6.024083635545741,3.5662562133720077,3.9813187140159445,-1.9499999999999993,6204403.101560462,22.728901774912032,11.443995645268634,6.27237037875525,188.44815873772325,14.953561288656857,5.749511833283905,0.0,0.0,5.907179729351506,0.0,9.694446914922299,0.0,0.0,0.0,35.33461391738825,56.641972193763266,38.28723352125987,22.339534866679134,9.53140013787187,34.7964457845001,0.0,10.216698334856808,0.0,19.765380445542643,50.77533013083884,58.073287598410914,0.0,5.749511833283905,14.953561288656857,5.687386274683562,5.749511833283905,23.20187978046503,56.68250986019034,0.0,0.0,30.12336912131146,42.46456947923127,10.045266627482652,0.0,0.0,44.81,0.0,4.794537184071822,0.0,5.907179729351506,28.760356489605144,57.002323383382354,0.0,12.13273413692322,37.255572541998674,15.116608065707286,27.938742734265084,5.829728337142902,12.4929146702937,16.685621181101894,4.04830302883253,1.6519382498658886,0.6730757527998967,13.138467862802875,2.0552108362305574,8.146962303151975,0.0,0.43478260869565216,30,1,5,0,1,1,2,0,2,4,1,7,9,0,1,1,3,4.724300000000005,124.29320000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CCCCCNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,0,12.270830186571509,-0.03263249157974579,12.270830186571509,0.03263249157974579,0.3752800792733559,492.4910000000002,457.2110000000002,491.21063272000004,180,0,0.2509166011098348,-0.49357473380909594,0.49357473380909594,0.2509166011098348,1.0,1.7878787878787878,2.5757575757575757,35.498263174682776,10.16220997683774,2.1897660624677275,-2.3618123096104577,2.324116292553494,-2.463256601376635,6.432643541241767,0.0952188177455467,1.319556358127642,885.5907600141576,23.468044558434503,19.493585976512055,21.005443868548962,16.07971869811898,12.005677838584106,12.76160678460256,8.448040481163435,9.233205080913267,5.943710148793834,6.752637026139014,3.9826184660312873,4.397680966675225,-1.9499999999999993,27152761.17381416,25.668921956143105,13.683287064577964,8.093172756920694,207.54298508091307,14.953561288656857,5.749511833283905,0.0,0.0,5.907179729351506,0.0,9.694446914922299,0.0,0.0,0.0,55.09999436293089,56.13905661699865,38.28723352125987,22.339534866679134,9.53140013787187,34.7964457845001,0.0,10.216698334856808,0.0,39.02784531432067,50.77533013083884,58.073287598410914,0.0,5.749511833283905,14.953561288656857,5.687386274683562,5.749511833283905,23.20187978046503,56.68250986019034,0.0,0.0,49.385833990089495,42.46456947923127,10.045266627482652,0.0,0.0,44.81,0.0,4.794537184071822,0.0,5.907179729351506,22.215600083692568,82.80954465807298,0.0,0.0,42.46456947923127,22.04034526539791,27.938742734265084,5.894628889382469,12.527666679097255,17.061727118033673,4.223404104371663,1.6766337609885609,0.7203518561424684,13.256817489017381,5.3549441259006345,8.50604819928812,0.0,0.5,33,1,5,0,1,1,2,0,2,4,1,7,12,0,1,1,3,5.894600000000006,138.14419999999993,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1C,0,11.897265844167883,-0.08689458530612537,11.897265844167883,0.08689458530612537,0.5954935249932688,450.4100000000002,421.1780000000002,449.163682528,162,0,0.250928095783707,-0.49357438158628125,0.49357438158628125,0.250928095783707,1.1,1.8666666666666667,2.6,35.498262869305876,10.084172036944134,2.190017049806026,-2.361817729801901,2.3241994871612097,-2.463256992582499,6.432639177206525,0.09617127222005044,1.3710203995538703,867.5218752309216,21.50986092169139,17.587808582576233,19.099666474613144,14.490402300641941,10.361684333470949,11.117613279489403,7.51305295017593,8.298217549925763,5.46232169178327,6.271248569128449,3.6467083464070162,4.061770847050953,-1.9499999999999993,5666450.30115589,22.728901774912032,10.893223186720098,5.808345096165036,188.44815873772325,14.953561288656857,5.749511833283905,0.0,0.0,5.907179729351506,0.0,9.694446914922299,0.0,0.0,0.0,35.33461391738825,56.13905661699866,38.790149098024486,22.339534866679134,9.53140013787187,34.7964457845001,0.0,10.216698334856808,0.0,19.765380445542643,51.27824570760346,57.5703720216463,0.0,5.749511833283905,14.953561288656857,5.687386274683562,5.749511833283905,23.20187978046503,57.18542543695496,0.0,6.923737199690624,28.763083413317833,36.39820241076966,10.045266627482652,0.0,0.0,44.81,0.0,4.794537184071822,0.0,5.907179729351506,22.215600083692568,62.56577487507935,0.0,7.04767198267719,43.32193961046029,15.116608065707286,27.938742734265084,5.851086755510249,12.495136831514278,16.674815789911893,3.907587739490059,2.624092770517506,0.6549710664809248,11.451387156249506,2.051195943044939,7.541006782409248,1.6376080537602886,0.43478260869565216,30,1,5,0,1,1,2,0,2,4,1,7,8,0,1,1,3,4.642620000000004,124.41320000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1F,0,13.694378138608615,-0.5556445853061256,13.694378138608615,0.006779709696601799,0.5982092943499349,454.37300000000016,428.1650000000002,453.13861065199995,162,0,0.2536358730857057,-0.49357107607527717,0.49357107607527717,0.2536358730857057,1.1333333333333333,1.9,2.6333333333333333,35.49826291264849,10.15941743004655,2.190814084594584,-2.361813239699402,2.3241730720655576,-2.4632571579010962,6.432634628538426,0.09582619131471083,1.3710203995538703,873.4563046102124,21.50986092169139,16.965773055585462,18.477630947622373,14.490402300641941,10.050666569975563,10.806595515994017,7.1779778789514195,7.963142478701252,5.191111568339219,6.000038445684398,3.47936016712227,3.894422667766207,-2.019999999999999,5666450.30115589,22.66044028462826,10.843670954727763,5.775639885475704,186.24875202625287,14.953561288656857,11.5667326743298,0.0,0.0,5.907179729351506,0.0,9.694446914922299,4.39041504767482,0.0,0.0,29.268246848926644,49.718234994072645,33.22669760632749,27.90298635837613,13.92181518554669,34.7964457845001,0.0,10.216698334856808,0.0,12.841643245852019,51.27824570760346,57.8241413709952,0.0,5.749511833283905,14.953561288656857,10.077801322358383,5.749511833283905,23.20187978046503,57.18542543695496,0.0,5.817220841045895,23.19963192162084,36.39820241076966,10.045266627482652,0.0,0.0,44.81,11.7244005703974,9.184952231746642,0.0,5.563451491696996,22.401660425279477,51.25281155009845,19.18040611960041,12.13273413692322,12.13273413692322,15.116608065707286,27.938742734265084,19.378798227452197,12.45585706732102,16.354616768154425,3.623388993815319,0.9864040224902977,-0.5156735188252008,9.97200322538958,1.883371868970865,5.279180847026763,1.4709413870936219,0.4090909090909091,30,1,5,0,1,1,2,0,2,4,1,8,8,0,1,1,3,4.473300000000004,119.63420000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,0,11.897265844167881,-0.08689458530612537,11.897265844167881,0.08689458530612537,0.5954935249932688,450.4100000000002,421.1780000000002,449.163682528,162,0,0.25092858488671793,-0.4932953925801711,0.4932953925801711,0.25092858488671793,1.0666666666666667,1.8,2.533333333333333,35.49826286932205,10.076110797666498,2.1909589197551105,-2.361851741905002,2.3245373934840226,-2.463262849239331,6.4326403148071565,0.09616387802085911,1.3831176186566403,867.5218752309218,21.5098609216914,17.587808582576233,19.09966647461314,14.507239053047549,10.367667397614655,11.12359634363311,7.465034613765127,8.250199213514959,5.52621851443735,6.335145391782529,3.7201027387741727,4.135165239418109,-1.9499999999999993,5784639.821516136,22.728901774912032,10.893223186720098,5.595408412568964,188.44815873772328,14.953561288656857,5.749511833283905,0.0,0.0,5.907179729351506,0.0,9.694446914922299,0.0,0.0,0.0,35.33461391738825,50.575605125301664,44.35360058972148,22.339534866679134,9.53140013787187,34.7964457845001,0.0,10.216698334856808,0.0,19.765380445542643,51.27824570760346,57.5703720216463,0.0,5.749511833283905,14.953561288656857,5.687386274683562,5.749511833283905,23.20187978046503,57.18542543695496,0.0,6.923737199690624,28.763083413317833,36.39820241076966,10.045266627482652,0.0,0.0,44.81,0.0,4.794537184071822,0.0,5.907179729351506,22.215600083692568,62.56577487507935,0.0,7.04767198267719,43.32193961046029,15.116608065707286,27.938742734265084,5.926873792547285,12.499672093452508,16.67747322426076,3.9077505656523526,2.561942135189236,0.6937673627772211,11.392968615656537,2.051669850200394,7.539163195392307,1.6376080537602886,0.43478260869565216,30,1,5,0,1,1,2,0,2,4,1,7,8,0,1,1,3,4.642620000000004,124.41320000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
